raw_comp_writers_text,CLEAN_TEXT,split_phrases,preproc_phrases,PREPROC_OUT,"ner_phrases_pos_(0.25, 0.25)","NER_OUT_pos_(0.25, 0.25)",ner_phrases_drop_(0.25),NER_OUT_drop_(0.25),reference_labels,predicted_labels,all_phrases,edit_distance,bleu_score
"BabyTron,Helluva Beats,Bamondabeat",BabyTron/Helluva Beats/Bamondabeat,"['BabyTron', 'Helluva Beats', 'Bamondabeat']","['BabyTron', 'Helluva Beats', 'Bamondabeat']",BabyTron/Helluva Beats/Bamondabeat,"['BabyTron', 'Helluva Beats', 'Bamondabeat']",BabyTron/Helluva Beats/Bamondabeat,['Bamondabeat'],Bamondabeat,"[1, 1, 1]","[0, 0, 1]","['BabyTron', 'Helluva Beats', 'Bamondabeat']",23,0.04279677428117006
Yasunori Mitsuda,Yasunori Mitsuda,['Yasunori Mitsuda'],['Yasunori Mitsuda'],Yasunori Mitsuda,['Yasunori Mitsuda'],Yasunori Mitsuda,['Yasunori Mitsuda'],Yasunori Mitsuda,[1],[1],['Yasunori Mitsuda'],0,1.0
Michael Haas/Lorenzo Da Ponte/Christopher Raeburn/Wolfgang Amadeus Mozart/Pierre Augustin Caron de Beaumarchais,Michael Haas/Lorenzo Da Ponte/Christopher Raeburn/Wolfgang Amadeus Mozart/Pierre Augustin Caron de Beaumarchais,"['Michael Haas', 'Lorenzo Da Ponte', 'Christopher Raeburn', 'Wolfgang Amadeus Mozart', 'Pierre Augustin Caron de Beaumarchais']","['Michael Haas', 'Lorenzo Da Ponte', 'Christopher Raeburn', 'Wolfgang Amadeus Mozart', 'Pierre Augustin Caron de Beaumarchais']",Michael Haas/Lorenzo Da Ponte/Christopher Raeburn/Wolfgang Amadeus Mozart/Pierre Augustin Caron de Beaumarchais,"['Michael Haas', 'Lorenzo Da Ponte', 'Christopher Raeburn', 'Wolfgang Amadeus Mozart', 'Pierre Augustin Caron de Beaumarchais']",Michael Haas/Lorenzo Da Ponte/Christopher Raeburn/Wolfgang Amadeus Mozart/Pierre Augustin Caron de Beaumarchais,"['Michael Haas', 'Lorenzo Da Ponte', 'Christopher Raeburn', 'Wolfgang Amadeus Mozart']",Michael Haas/Lorenzo Da Ponte/Christopher Raeburn/Wolfgang Amadeus Mozart,"[1, 1, 1, 1, 1]","[0, 1, 1, 1, 1]","['Pierre Augustin Caron de Beaumarchais', 'Lorenzo Da Ponte', 'Christopher Raeburn', 'Wolfgang Amadeus Mozart', 'Michael Haas']",44,0.6358881766016378
"Nucci,Relja Torinno,Laki Sosa,Henny,Voyage",Nucci/Relja Torinno/Laki Sosa/Henny/Voyage,"['Nucci', 'Relja Torinno', 'Laki Sosa', 'Henny', 'Voyage']","['Nucci', 'Relja Torinno', 'Laki Sosa', 'Henny', 'Voyage']",Nucci/Relja Torinno/Laki Sosa/Henny/Voyage,"['Nucci', 'Relja Torinno', 'Laki Sosa', 'Henny', 'Voyage']",Nucci/Relja Torinno/Laki Sosa/Henny/Voyage,"['Nucci', 'Relja Torinno', 'Laki Sosa', 'Henny']",Nucci/Relja Torinno/Laki Sosa/Henny,"[1, 1, 1, 1, 1]","[1, 0, 1, 1, 1]","['Henny', 'Voyage', 'Nucci', 'Laki Sosa', 'Relja Torinno']",26,0.4496408417513669
"Daniel Robinson, Jr.",Daniel Robinson/Jr.,"['Daniel Robinson', 'Jr.']","['Daniel Robinson', 'Jr.']",Daniel Robinson/Jr.,"['Daniel Robinson', 'Jr.']",Daniel Robinson/Jr.,['Daniel Robinson'],Daniel Robinson,"[1, 1]","[1, 0]","['Daniel Robinson', 'Jr.']",4,0.11633369384516798
Janne Rintala/Kaisa Korhonen/Timo Ruokola,Janne Rintala/Kaisa Korhonen/Timo Ruokola,"['Janne Rintala', 'Kaisa Korhonen', 'Timo Ruokola']","['Janne Rintala', 'Kaisa Korhonen', 'Timo Ruokola']",Janne Rintala/Kaisa Korhonen/Timo Ruokola,"['Janne Rintala', 'Kaisa Korhonen', 'Timo Ruokola']",Janne Rintala/Kaisa Korhonen/Timo Ruokola,"['Janne Rintala', 'Kaisa Korhonen', 'Timo Ruokola']",Janne Rintala/Kaisa Korhonen/Timo Ruokola,"[1, 1, 1]","[1, 1, 1]","['Kaisa Korhonen', 'Timo Ruokola', 'Janne Rintala']",0,1.0
Apes Prod/Deno XXL,Apes Prod/Deno XXL,"['Apes Prod', 'Deno XXL']","['Apes Prod', 'Deno XXL']",Apes Prod/Deno XXL,"['Apes Prod', 'Deno XXL']",Apes Prod/Deno XXL,[],,"[1, 1]","[0, 0]","['Deno XXL', 'Apes Prod']",18,0.0
Фадеев Максим Александрович & Мария Владимировна Захарова,,"['Фадеев Максим Александрович', 'Мария Владимировна Захарова']",[],,[],,[],,[],[],[],0,0.0
Bulmaro Bermúdez,Bulmaro Bermúdez,['Bulmaro Bermúdez'],['Bulmaro Bermúdez'],Bulmaro Bermúdez,['Bulmaro Bermúdez'],Bulmaro Bermúdez,['Bulmaro Bermúdez'],Bulmaro Bermúdez,[1],[1],['Bulmaro Bermúdez'],0,1.0
Orville Peck,Orville Peck,['Orville Peck'],['Orville Peck'],Orville Peck,['Orville Peck'],Orville Peck,['Orville Peck'],Orville Peck,[1],[1],['Orville Peck'],0,1.0
"DAX (KOR),권선익 (Kwon Seon Ik),Daniel R,남기상 (Nam Ki Sang)",DAX (KOR/Kwon Seon Ik/Daniel R/Nam Ki Sang,"['DAX', 'KOR', '권선익', 'Kwon Seon Ik', 'Daniel R', '남기상', 'Nam Ki Sang']","['DAX', 'KOR', 'Kwon Seon Ik', 'Daniel R', 'Nam Ki Sang']",DAX/KOR/Kwon Seon Ik/Daniel R/Nam Ki Sang,"['DAX', 'KOR', 'Kwon Seon Ik', 'Daniel R', 'Nam Ki Sang']",DAX/KOR/Kwon Seon Ik/Daniel R/Nam Ki Sang,"['KOR', 'Kwon Seon Ik', 'Daniel R', 'Nam Ki Sang']",KOR/Kwon Seon Ik/Daniel R/Nam Ki Sang,"[1, 0, 1, 1, 1]","[0, 1, 1, 1, 1]","['DAX (KOR', 'KOR', 'Kwon Seon Ik', 'Nam Ki Sang', 'Daniel R']",20,0.15811388300841897
Niack,Niack,['Niack'],['Niack'],Niack,['Niack'],Niack,['Niack'],Niack,[1],[1],['Niack'],0,1.0
Paul Creston,Paul Creston,['Paul Creston'],['Paul Creston'],Paul Creston,['Paul Creston'],Paul Creston,['Paul Creston'],Paul Creston,[1],[1],['Paul Creston'],0,1.0
Charlie Starr,Charlie Starr,['Charlie Starr'],['Charlie Starr'],Charlie Starr,['Charlie Starr'],Charlie Starr,['Charlie Starr'],Charlie Starr,[1],[1],['Charlie Starr'],0,1.0
Carlos Terco,Carlos Terco,['Carlos Terco'],['Carlos Terco'],Carlos Terco,['Carlos Terco'],Carlos Terco,['Carlos Terco'],Carlos Terco,[1],[1],['Carlos Terco'],0,1.0
Scyno XY/Copyright Control,Scyno XY,"['Scyno XY', 'Copyright Control']",['Scyno XY'],Scyno XY,['Scyno XY'],Scyno XY,[],,[1],[0],['Scyno XY'],8,0.0
R. P. Patnaik & Kula Sekhar,R. P. Patnaik/Kula Sekhar,"['R. P. Patnaik', 'Kula Sekhar']","['R. P. Patnaik', 'Kula Sekhar']",R. P. Patnaik/Kula Sekhar,"['R. P. Patnaik', 'Kula Sekhar']",R. P. Patnaik/Kula Sekhar,"['R. P. Patnaik', 'Kula Sekhar']",R. P. Patnaik/Kula Sekhar,"[1, 1]","[1, 1]","['R. P. Patnaik', 'Kula Sekhar']",0,1.0
"<Unknown>/Hinton, Arlandis",Hinton/Arlandis,"['<Unknown>', 'Hinton', 'Arlandis']","['Hinton', 'Arlandis']",Hinton/Arlandis,"['Hinton', 'Arlandis']",Hinton/Arlandis,"['Hinton', 'Arlandis']",Hinton/Arlandis,"[1, 1]","[1, 1]","['Hinton', 'Arlandis']",0,1.0
"Valerii Zaitsev, 6YNTHMANE & ANTICXLTXRE",Valerii Zaitsev/6YNTHMANE/ANTICXLTXRE,"['Valerii Zaitsev', '6YNTHMANE', 'ANTICXLTXRE']","['Valerii Zaitsev', '6YNTHMANE', 'ANTICXLTXRE']",Valerii Zaitsev/6YNTHMANE/ANTICXLTXRE,"['Valerii Zaitsev', '6YNTHMANE', 'ANTICXLTXRE']",Valerii Zaitsev/6YNTHMANE/ANTICXLTXRE,"['Valerii Zaitsev', '6YNTHMANE']",Valerii Zaitsev/6YNTHMANE,"[1, 1, 1]","[0, 1, 1]","['ANTICXLTXRE', 'Valerii Zaitsev', '6YNTHMANE']",12,0.6065306597126334
Rick Fung/James Wong,Rick Fung/James Wong,"['Rick Fung', 'James Wong']","['Rick Fung', 'James Wong']",Rick Fung/James Wong,"['Rick Fung', 'James Wong']",Rick Fung/James Wong,"['Rick Fung', 'James Wong']",Rick Fung/James Wong,"[1, 1]","[1, 1]","['James Wong', 'Rick Fung']",0,1.0
E. Freeman,E. Freeman,['E. Freeman'],['E. Freeman'],E. Freeman,['E. Freeman'],E. Freeman,['E. Freeman'],E. Freeman,[1],[1],['E. Freeman'],0,1.0
Stephen Jones,Stephen Jones,['Stephen Jones'],['Stephen Jones'],Stephen Jones,['Stephen Jones'],Stephen Jones,['Stephen Jones'],Stephen Jones,[1],[1],['Stephen Jones'],0,1.0
Padre José Antonio Donostia,Padre José Antonio Donostia,['Padre José Antonio Donostia'],['Padre José Antonio Donostia'],Padre José Antonio Donostia,['Padre José Antonio Donostia'],Padre José Antonio Donostia,['Padre José Antonio Donostia'],Padre José Antonio Donostia,[1],[1],['Padre José Antonio Donostia'],0,1.0
William Harness/Adam Bradley Calhoun,William Harness/Adam Bradley Calhoun,"['William Harness', 'Adam Bradley Calhoun']","['William Harness', 'Adam Bradley Calhoun']",William Harness/Adam Bradley Calhoun,"['William Harness', 'Adam Bradley Calhoun']",William Harness/Adam Bradley Calhoun,"['William Harness', 'Adam Bradley Calhoun']",William Harness/Adam Bradley Calhoun,"[1, 1]","[1, 1]","['William Harness', 'Adam Bradley Calhoun']",0,1.0
Ernest E Day Jr.,Ernest E Day Jr.,['Ernest E Day Jr.'],['Ernest E Day Jr.'],Ernest E Day Jr.,['Ernest E Day Jr.'],Ernest E Day Jr.,['Ernest E Day Jr.'],Ernest E Day Jr.,[1],[1],['Ernest E Day Jr.'],0,1.0
"Steve Lacy,Syd,Matt Martians",Steve Lacy/Syd/Matt Martians,"['Steve Lacy', 'Syd', 'Matt Martians']","['Steve Lacy', 'Syd', 'Matt Martians']",Steve Lacy/Syd/Matt Martians,"['Steve Lacy', 'Syd', 'Matt Martians']",Steve Lacy/Syd/Matt Martians,"['Steve Lacy', 'Syd', 'Matt Martians']",Steve Lacy/Syd/Matt Martians,"[1, 1, 1]","[1, 1, 1]","['Syd', 'Matt Martians', 'Steve Lacy']",0,1.0
Jessé Aguiar,Jessé Aguiar,['Jessé Aguiar'],['Jessé Aguiar'],Jessé Aguiar,['Jessé Aguiar'],Jessé Aguiar,['Jessé Aguiar'],Jessé Aguiar,[1],[1],['Jessé Aguiar'],0,1.0
JAQUE BEATZ,JAQUE BEATZ,['JAQUE BEATZ'],['JAQUE BEATZ'],JAQUE BEATZ,['JAQUE BEATZ'],JAQUE BEATZ,['JAQUE BEATZ'],JAQUE BEATZ,[1],[1],['JAQUE BEATZ'],0,1.0
Masa/Wataru Kanki,Masa/Wataru Kanki,"['Masa', 'Wataru Kanki']","['Masa', 'Wataru Kanki']",Masa/Wataru Kanki,"['Masa', 'Wataru Kanki']",Masa/Wataru Kanki,"['Masa', 'Wataru Kanki']",Masa/Wataru Kanki,"[1, 1]","[1, 1]","['Masa', 'Wataru Kanki']",0,1.0
"Sinead Harnett, Kathleen Brien & Ross, James",Sinead Harnett/Kathleen Brien/Ross/James,"['Sinead Harnett', 'Kathleen Brien', 'Ross', 'James']","['Sinead Harnett', 'Kathleen Brien', 'Ross', 'James']",Sinead Harnett/Kathleen Brien/Ross/James,"['Sinead Harnett', 'Kathleen Brien', 'Ross', 'James']",Sinead Harnett/Kathleen Brien/Ross/James,"['Sinead Harnett', 'Kathleen Brien', 'Ross', 'James']",Sinead Harnett/Kathleen Brien/Ross/James,"[1, 1, 1, 1]","[1, 1, 1, 1]","['Sinead Harnett', 'James', 'Kathleen Brien', 'Ross']",0,1.0
Deidre Brown/Yamma Brown/Deanna Brown,Deidre Brown/Yamma Brown/Deanna Brown,"['Deidre Brown', 'Yamma Brown', 'Deanna Brown']","['Deidre Brown', 'Yamma Brown', 'Deanna Brown']",Deidre Brown/Yamma Brown/Deanna Brown,"['Deidre Brown', 'Yamma Brown', 'Deanna Brown']",Deidre Brown/Yamma Brown/Deanna Brown,"['Deidre Brown', 'Yamma Brown', 'Deanna Brown']",Deidre Brown/Yamma Brown/Deanna Brown,"[1, 1, 1]","[1, 1, 1]","['Yamma Brown', 'Deanna Brown', 'Deidre Brown']",0,1.0
"<Unknown>/Smith, Antwone Eugene",Smith/Antwone Eugene,"['<Unknown>', 'Smith', 'Antwone Eugene']","['Smith', 'Antwone Eugene']",Smith/Antwone Eugene,"['Smith', 'Antwone Eugene']",Smith/Antwone Eugene,"['Smith', 'Antwone Eugene']",Smith/Antwone Eugene,"[1, 1]","[1, 1]","['Antwone Eugene', 'Smith']",0,1.0
Jairo Varela,Jairo Varela,['Jairo Varela'],['Jairo Varela'],Jairo Varela,['Jairo Varela'],Jairo Varela,['Jairo Varela'],Jairo Varela,[1],[1],['Jairo Varela'],0,1.0
Al Schnier,,['Al Schnier'],['Al Schnier'],Al Schnier,['Al Schnier'],Al Schnier,['Al Schnier'],Al Schnier,[0],[1],['Al Schnier'],10,0.0
"Aztro Beats,9lokkNine",Aztro Beats/9lokkNine,"['Aztro Beats', '9lokkNine']","['Aztro Beats', '9lokkNine']",Aztro Beats/9lokkNine,"['Aztro Beats', '9lokkNine']",Aztro Beats/9lokkNine,['Aztro Beats'],Aztro Beats,"[1, 1]","[1, 0]","['Aztro Beats', '9lokkNine']",10,0.11633369384516798
Mars Films/Yogesh Purabiya,Yogesh Purabiya,"['Mars Films', 'Yogesh Purabiya']","['Mars Films', 'Yogesh Purabiya']",Mars Films/Yogesh Purabiya,"['Mars Films', 'Yogesh Purabiya']",Mars Films/Yogesh Purabiya,['Yogesh Purabiya'],Yogesh Purabiya,[1],[1],['Yogesh Purabiya'],0,1.0
Jazz Mills/Stephanie Hunt,Jazz Mills/Stephanie Hunt,"['Jazz Mills', 'Stephanie Hunt']","['Jazz Mills', 'Stephanie Hunt']",Jazz Mills/Stephanie Hunt,"['Jazz Mills', 'Stephanie Hunt']",Jazz Mills/Stephanie Hunt,"['Jazz Mills', 'Stephanie Hunt']",Jazz Mills/Stephanie Hunt,"[1, 1]","[1, 1]","['Jazz Mills', 'Stephanie Hunt']",0,1.0
Hans Bedeker/Laura Jansen,Laura Jansen,"['Hans Bedeker', 'Laura Jansen']","['Hans Bedeker', 'Laura Jansen']",Hans Bedeker/Laura Jansen,"['Hans Bedeker', 'Laura Jansen']",Hans Bedeker/Laura Jansen,"['Hans Bedeker', 'Laura Jansen']",Hans Bedeker/Laura Jansen,"[1, 0]","[1, 1]","['Laura Jansen', 'Hans Bedeker']",13,0.223606797749979
LEE KYLE WAYNE/MOORE CASEY/MOORING LEELAND DAYTON,LEE/KYLE/WAYNE/MOORE/CASEY/MOORING/LEELAND/DAYTON,"['LEE KYLE WAYNE', 'MOORE CASEY', 'MOORING LEELAND DAYTON']","['LEE KYLE WAYNE', 'MOORE CASEY', 'MOORING LEELAND DAYTON']",LEE KYLE WAYNE/MOORE CASEY/MOORING LEELAND DAYTON,"['LEE KYLE WAYNE', 'MOORE CASEY', 'MOORING LEELAND DAYTON']",LEE KYLE WAYNE/MOORE CASEY/MOORING LEELAND DAYTON,"['LEE KYLE WAYNE', 'MOORE CASEY', 'MOORING LEELAND DAYTON']",LEE KYLE WAYNE/MOORE CASEY/MOORING LEELAND DAYTON,"[1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 0]","[0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1]","['LEELAND', 'DAYTON', 'LEE', 'KYLE', 'MOORING', 'MOORE', 'WAYNE', 'MOORING LEELAND DAYTON', 'MOORE CASEY', 'CASEY', 'LEE KYLE WAYNE']",33,0.0
Jeff Cotton,Jeff Cotton,['Jeff Cotton'],['Jeff Cotton'],Jeff Cotton,['Jeff Cotton'],Jeff Cotton,['Jeff Cotton'],Jeff Cotton,[1],[1],['Jeff Cotton'],0,1.0
栗原暁/久保田真悟/杉山勝彦,,"['栗原暁', '久保田真悟', '杉山勝彦']",[],,[],,[],,[],[],[],0,0.0
David Williams,David Williams,['David Williams'],['David Williams'],David Williams,['David Williams'],David Williams,['David Williams'],David Williams,[1],[1],['David Williams'],0,1.0
Manoj Vimal & Traditional,Manoj Vimal,"['Manoj Vimal', 'Traditional']","['Manoj Vimal', 'Traditional']",Manoj Vimal/Traditional,"['Manoj Vimal', 'Traditional']",Manoj Vimal/Traditional,['Manoj Vimal'],Manoj Vimal,[1],[1],['Manoj Vimal'],0,1.0
Khagendra Prasad Neupane,Khagendra Prasad Neupane,['Khagendra Prasad Neupane'],['Khagendra Prasad Neupane'],Khagendra Prasad Neupane,['Khagendra Prasad Neupane'],Khagendra Prasad Neupane,['Khagendra Prasad Neupane'],Khagendra Prasad Neupane,[1],[1],['Khagendra Prasad Neupane'],0,1.0
Sybersound/Queen Liliʻuokalani,Queen Liliʻuokalani,"['Sybersound', 'Queen Liliʻuokalani']","['Sybersound', 'Queen Liliuokalani']",Sybersound/Queen Liliuokalani,"['Sybersound', 'Queen Liliuokalani']",Sybersound/Queen Liliuokalani,['Queen Liliuokalani'],Queen Liliuokalani,"[1, 0]","[0, 1]","['Queen Liliʻuokalani', 'Queen Liliuokalani']",1,0.0
Nasir Al-men Denny & NassieTheProducer,Nasir Al-men Denny/NassieTheProducer,"['Nasir Al-men Denny', 'NassieTheProducer']","['Nasir Al-men Denny', 'NassieTheProducer']",Nasir Al-men Denny/NassieTheProducer,"['Nasir Al-men Denny', 'NassieTheProducer']",Nasir Al-men Denny/NassieTheProducer,['Nasir Al-men Denny'],Nasir Al-men Denny,"[1, 1]","[1, 0]","['Nasir Al-men Denny', 'NassieTheProducer']",18,0.11633369384516798
"Stephen Jireh Cagas Dranto, Sam Sherwood, Diego Ignácio & Stephanie Chow",Stephen Jireh Cagas Dranto/Sam Sherwood/Diego Ignácio/Stephanie Chow,"['Stephen Jireh Cagas Dranto', 'Sam Sherwood', 'Diego Ignácio', 'Stephanie Chow']","['Stephen Jireh Cagas Dranto', 'Sam Sherwood', 'Diego Ignácio', 'Stephanie Chow']",Stephen Jireh Cagas Dranto/Sam Sherwood/Diego Ignácio/Stephanie Chow,"['Stephen Jireh Cagas Dranto', 'Sam Sherwood', 'Diego Ignácio', 'Stephanie Chow']",Stephen Jireh Cagas Dranto/Sam Sherwood/Diego Ignácio/Stephanie Chow,"['Stephen Jireh Cagas Dranto', 'Sam Sherwood', 'Diego Ignácio', 'Stephanie Chow']",Stephen Jireh Cagas Dranto/Sam Sherwood/Diego Ignácio/Stephanie Chow,"[1, 1, 1, 1]","[1, 1, 1, 1]","['Sam Sherwood', 'Diego Ignácio', 'Stephen Jireh Cagas Dranto', 'Stephanie Chow']",0,1.0
Sigma Production/Copyright Control,,"['Sigma Production', 'Copyright Control']",['Sigma Production'],Sigma Production,['Sigma Production'],Sigma Production,[],,[],[],[],0,0.0
Lee “Scratch” Perry/Junior Braithwaite/Bob Marley/Bunny Wailer/Al Anderson,Lee “Scratch” Perry/Junior Braithwaite/Bob Marley/Bunny Wailer/Al Anderson,"['Lee “Scratch” Perry', 'Junior Braithwaite', 'Bob Marley', 'Bunny Wailer', 'Al Anderson']","['Lee Scratch Perry', 'Junior Braithwaite', 'Bob Marley', 'Bunny Wailer', 'Al Anderson']",Lee Scratch Perry/Junior Braithwaite/Bob Marley/Bunny Wailer/Al Anderson,"['Lee Scratch Perry', 'Junior Braithwaite', 'Bob Marley', 'Bunny Wailer', 'Al Anderson']",Lee Scratch Perry/Junior Braithwaite/Bob Marley/Bunny Wailer/Al Anderson,"['Lee Scratch Perry', 'Junior Braithwaite', 'Bob Marley', 'Bunny Wailer', 'Al Anderson']",Lee Scratch Perry/Junior Braithwaite/Bob Marley/Bunny Wailer/Al Anderson,"[1, 1, 1, 1, 0, 1]","[1, 1, 0, 1, 1, 1]","['Al Anderson', 'Bunny Wailer', 'Lee “Scratch” Perry', 'Junior Braithwaite', 'Lee Scratch Perry', 'Bob Marley']",33,0.447213595499958
Micheal Fraizer,Micheal Fraizer,['Micheal Fraizer'],['Micheal Fraizer'],Micheal Fraizer,['Micheal Fraizer'],Micheal Fraizer,['Micheal Fraizer'],Micheal Fraizer,[1],[1],['Micheal Fraizer'],0,1.0
Dr. Dre/A. Young/D. Parker/M. Batson/Mark Batson/T. Lawrence/Marshall Mathers,Dr. Dre/A. Young/D. Parker/M. Batson/Mark Batson/T. Lawrence/Marshall Mathers,"['Dr. Dre', 'A. Young', 'D. Parker', 'M. Batson', 'Mark Batson', 'T. Lawrence', 'Marshall Mathers']","['Dr. Dre', 'A. Young', 'D. Parker', 'M. Batson', 'Mark Batson', 'T. Lawrence', 'Marshall Mathers']",Dr. Dre/A. Young/D. Parker/M. Batson/Mark Batson/T. Lawrence/Marshall Mathers,"['Dr. Dre', 'A. Young', 'D. Parker', 'M. Batson', 'Mark Batson', 'T. Lawrence', 'Marshall Mathers']",Dr. Dre/A. Young/D. Parker/M. Batson/Mark Batson/T. Lawrence/Marshall Mathers,"['Dr. Dre', 'A. Young', 'D. Parker', 'M. Batson', 'Mark Batson', 'T. Lawrence', 'Marshall Mathers']",Dr. Dre/A. Young/D. Parker/M. Batson/Mark Batson/T. Lawrence/Marshall Mathers,"[1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1]","['D. Parker', 'Marshall Mathers', 'M. Batson', 'Dr. Dre', 'Mark Batson', 'T. Lawrence', 'A. Young']",0,1.0
Rome/Ramón Luis Ayala/Urbani Mota Cedeño,Rome/Ramón Luis Ayala/Urbani Mota Cedeño,"['Rome', 'Ramón Luis Ayala', 'Urbani Mota Cedeño']","['Rome', 'Ramón Luis Ayala', 'Urbani Mota Cedeño']",Rome/Ramón Luis Ayala/Urbani Mota Cedeño,"['Rome', 'Ramón Luis Ayala', 'Urbani Mota Cedeño']",Rome/Ramón Luis Ayala/Urbani Mota Cedeño,"['Ramón Luis Ayala', 'Urbani Mota Cedeño']",Ramón Luis Ayala/Urbani Mota Cedeño,"[1, 1, 1]","[1, 0, 1]","['Ramón Luis Ayala', 'Rome', 'Urbani Mota Cedeño']",5,0.19180183554164504
François Couperin,François Couperin,['François Couperin'],['François Couperin'],François Couperin,['François Couperin'],François Couperin,['François Couperin'],François Couperin,[1],[1],['François Couperin'],0,1.0
Itself & Elmo Buzz Songs,Itself & Elmo Buzz Songs,"['Itself', 'Elmo Buzz Songs']","['Itself', 'Elmo Buzz Songs']",Itself/Elmo Buzz Songs,['Elmo Buzz Songs'],Elmo Buzz Songs,[],,[1],[0],['Itself & Elmo Buzz Songs'],24,0.0
Cr3amK,Cr3amK,['Cr3amK'],['Cr3amK'],Cr3amK,['Cr3amK'],Cr3amK,[],,[1],[0],['Cr3amK'],6,0.0
Tory Lanez,Tory Lanez,['Tory Lanez'],['Tory Lanez'],Tory Lanez,['Tory Lanez'],Tory Lanez,['Tory Lanez'],Tory Lanez,[1],[1],['Tory Lanez'],0,1.0
Jim Croce,Jim Croce,['Jim Croce'],['Jim Croce'],Jim Croce,['Jim Croce'],Jim Croce,['Jim Croce'],Jim Croce,[1],[1],['Jim Croce'],0,1.0
Marco di Mauro,Marco di Mauro,['Marco di Mauro'],['Marco di Mauro'],Marco di Mauro,['Marco di Mauro'],Marco di Mauro,['Marco di Mauro'],Marco di Mauro,[1],[1],['Marco di Mauro'],0,1.0
S/H/A/R/R/P/S,,"['S', 'H', 'A', 'R', 'R', 'P', 'S']","['S', 'H', 'A', 'R', 'R', 'P', 'S']",S/H/A/R/R/P/S,"['S', 'H', 'A', 'R', 'R', 'P', 'S']",S/H/A/R/R/P/S,[],,[],[],[],0,0.0
Kazuma Jinnouchi/Nobuko Toda,Kazuma Jinnouchi/Nobuko Toda,"['Kazuma Jinnouchi', 'Nobuko Toda']","['Kazuma Jinnouchi', 'Nobuko Toda']",Kazuma Jinnouchi/Nobuko Toda,"['Kazuma Jinnouchi', 'Nobuko Toda']",Kazuma Jinnouchi/Nobuko Toda,"['Kazuma Jinnouchi', 'Nobuko Toda']",Kazuma Jinnouchi/Nobuko Toda,"[1, 1]","[1, 1]","['Kazuma Jinnouchi', 'Nobuko Toda']",0,1.0
Ryan Leslie,Ryan Leslie,['Ryan Leslie'],['Ryan Leslie'],Ryan Leslie,['Ryan Leslie'],Ryan Leslie,['Ryan Leslie'],Ryan Leslie,[1],[1],['Ryan Leslie'],0,1.0
Wit,Wit,['Wit'],['Wit'],Wit,['Wit'],Wit,[],,[1],[0],['Wit'],3,0.0
Sri Bhadrachala Ramadasar,Sri Bhadrachala Ramadasar,['Sri Bhadrachala Ramadasar'],['Sri Bhadrachala Ramadasar'],Sri Bhadrachala Ramadasar,['Sri Bhadrachala Ramadasar'],Sri Bhadrachala Ramadasar,['Sri Bhadrachala Ramadasar'],Sri Bhadrachala Ramadasar,[1],[1],['Sri Bhadrachala Ramadasar'],0,1.0
CA CROSBY MARTIN/CA DEWS ELLIS D JR/CA MARCH SHARRON L/CA MORRIS ALAN COREY/PA JUDGE & JURY PRODUCTIONS,CROSBY MARTIN/DEWS ELLIS D JR/MARCH SHARRON L/MORRIS ALAN COREY/ JUDGE /JURY PRODUCTIONS,"['CA CROSBY MARTIN', 'CA DEWS ELLIS D JR', 'CA MARCH SHARRON L', 'CA MORRIS ALAN COREY', 'PA JUDGE', 'JURY PRODUCTIONS']","['CROSBY MARTIN', 'DEWS ELLIS D JR', 'MARCH SHARRON L', 'MORRIS ALAN COREY', 'JUDGE', 'JURY PRODUCTIONS']",CROSBY MARTIN/DEWS ELLIS D JR/MARCH SHARRON L/MORRIS ALAN COREY/JUDGE/JURY PRODUCTIONS,"['CROSBY MARTIN', 'DEWS ELLIS D JR', 'MARCH SHARRON L', 'MORRIS ALAN COREY', 'JUDGE', 'JURY PRODUCTIONS']",CROSBY MARTIN/DEWS ELLIS D JR/MARCH SHARRON L/MORRIS ALAN COREY/JUDGE/JURY PRODUCTIONS,"['CROSBY MARTIN', 'DEWS ELLIS D JR', 'MARCH SHARRON L', 'MORRIS ALAN COREY']",CROSBY MARTIN/DEWS ELLIS D JR/MARCH SHARRON L/MORRIS ALAN COREY,"[1, 1, 1, 1, 1, 1]","[1, 0, 1, 0, 1, 1]","['DEWS ELLIS D JR', 'JURY PRODUCTIONS', 'MORRIS ALAN COREY', 'JUDGE', 'CROSBY MARTIN', 'MARCH SHARRON L']",51,0.11073684138103305
Lia Strickland,Lia Strickland,['Lia Strickland'],['Lia Strickland'],Lia Strickland,['Lia Strickland'],Lia Strickland,['Lia Strickland'],Lia Strickland,[1],[1],['Lia Strickland'],0,1.0
Gerhard Feng,Gerhard Feng,['Gerhard Feng'],['Gerhard Feng'],Gerhard Feng,['Gerhard Feng'],Gerhard Feng,['Gerhard Feng'],Gerhard Feng,[1],[1],['Gerhard Feng'],0,1.0
Carlos David,Carlos David,['Carlos David'],['Carlos David'],Carlos David,['Carlos David'],Carlos David,['Carlos David'],Carlos David,[1],[1],['Carlos David'],0,1.0
